Date,Year,Month,Weekday,Merchant,Category,TxnType,Amount,Spend,Income,Description
2026-02-01,2026,2026-02,Sunday,Amazon,Shopping,Debit,-71.06,71.06,0.0,AMAZON MKTPLACE PMTS
2026-02-01,2026,2026-02,Sunday,Rent,Housing,Debit,-2150.0,2150.0,0.0,EFT WITHDRAWAL PROPERTY MG
2026-02-01,2026,2026-02,Sunday,CVS Pharmacy,Personal Care,Debit,-15.95,15.95,0.0,cvs pharm 4421
2026-02-02,2026,2026-02,Monday,Uber Eats,Dining,Debit,-9.15,9.15,0.0,Uber *Eats
2026-02-02,2026,2026-02,Monday,Vons,Groceries,Debit,-20.07,20.07,0.0,vons 3221
2026-02-02,2026,2026-02,Monday,Uber Eats,Dining,Debit,-14.06,14.06,0.0,UBER *EATS 99214
2026-02-03,2026,2026-02,Tuesday,Target,Shopping,Debit,-84.16,84.16,0.0,TARGET 00018821
2026-02-03,2026,2026-02,Tuesday,Target,Shopping,Debit,-99.83,99.83,0.0,TARGET 00018821
2026-02-04,2026,2026-02,Wednesday,Target Refund 00018821,Shopping,Credit,33.94,-33.94,0.0,TARGET REFUND 00018821
2026-02-04,2026,2026-02,Wednesday,DoorDash,Dining,Debit,-25.84,25.84,0.0,DOORDASH*PIZZA HUT
2026-02-05,2026,2026-02,Thursday,Netflix,Subscriptions,Debit,-15.49,15.49,0.0,Netflix Subscription
2026-02-05,2026,2026-02,Thursday,Spotify,Subscriptions,Debit,-10.99,10.99,0.0,SPOTIFY USA NEW YORK NY
2026-02-06,2026,2026-02,Friday,Lyft,Transport,Debit,-19.57,19.57,0.0,Lyft *Ride Sat 11pm
2026-02-06,2026,2026-02,Friday,Starbucks,Coffee,Debit,-8.25,8.25,0.0,STARBUCKS #04521 SAN DIEGO CA
2026-02-06,2026,2026-02,Friday,Acme Corp Payroll,Income,Credit,2840.5,0.0,2840.5,DIRECT DEPOSIT - ACME CORP PAYROLL
2026-02-06,2026,2026-02,Friday,Starbucks,Coffee,Debit,-9.08,9.08,0.0,STARBUCKS STORE 04521
2026-02-07,2026,2026-02,Saturday,Starbucks,Coffee,Debit,-6.81,6.81,0.0,STARBUCKS #04521 SAN DIEGO CA
2026-02-08,2026,2026-02,Sunday,Chipotle,Dining,Debit,-15.03,15.03,0.0,chipotle online order
2026-02-08,2026,2026-02,Sunday,24 Hour Fitness,Fitness,Debit,-39.99,39.99,0.0,24HR FITNESS USA
2026-02-09,2026,2026-02,Monday,Chipotle,Dining,Debit,-16.45,16.45,0.0,chipotle online order
2026-02-10,2026,2026-02,Tuesday,Shell,Transport,Debit,-48.96,48.96,0.0,SHELL OIL 5744 DEL MAR
2026-02-11,2026,2026-02,Wednesday,Amazon,Shopping,Debit,-137.89,137.89,0.0,Amazon.com
2026-02-11,2026,2026-02,Wednesday,CorePower Yoga,Fitness,Debit,-24.0,24.0,0.0,COREPOWER YOGA #88
2026-02-12,2026,2026-02,Thursday,CVS Pharmacy,Personal Care,Debit,-27.48,27.48,0.0,cvs/pharmacy #04421
2026-02-12,2026,2026-02,Thursday,SDG&E,Utilities,Debit,-154.33,154.33,0.0,SDG&E AUTOPAY
2026-02-13,2026,2026-02,Friday,Target,Shopping,Debit,-68.86,68.86,0.0,Target.com *order
2026-02-14,2026,2026-02,Saturday,In-N-Out,Dining,Debit,-10.26,10.26,0.0,IN-N-OUT BURGER 221
2026-02-14,2026,2026-02,Saturday,Starbucks,Coffee,Debit,-8.27,8.27,0.0,STARBUCKS STORE 04521
2026-02-14,2026,2026-02,Saturday,Amazon,Shopping,Debit,-66.18,66.18,0.0,Amazon.com
2026-02-15,2026,2026-02,Sunday,Venmo Cashout,Income,Credit,140.14,0.0,140.14,ACH CREDIT VENMO CASHOUT
2026-02-15,2026,2026-02,Sunday,Starbucks,Coffee,Debit,-6.61,6.61,0.0,SBUX *MOBILE ORDER 8821
2026-02-16,2026,2026-02,Monday,Starbucks,Coffee,Debit,-9.26,9.26,0.0,STARBUCKS #04521 SAN DIEGO CA
2026-02-16,2026,2026-02,Monday,Uber,Transport,Debit,-20.42,20.42,0.0,UBER *TRIP HELP.UBER.COM
2026-02-18,2026,2026-02,Wednesday,Chipotle,Dining,Debit,-17.71,17.71,0.0,CHIPOTLE MEXICAN GRILL #2841
2026-02-18,2026,2026-02,Wednesday,AT&T,Utilities,Debit,-88.69,88.69,0.0,AT&T*BILL PAYMENT
2026-02-18,2026,2026-02,Wednesday,Target,Shopping,Debit,-66.96,66.96,0.0,Target.com *order
2026-02-18,2026,2026-02,Wednesday,DoorDash,Dining,Debit,-19.35,19.35,0.0,DD DOORDASH BURGERLO
2026-02-19,2026,2026-02,Thursday,Starbucks,Coffee,Debit,-5.07,5.07,0.0,starbucks coffee
2026-02-19,2026,2026-02,Thursday,Vons,Groceries,Debit,-39.13,39.13,0.0,VONS 3221
2026-02-19,2026,2026-02,Thursday,Venmo Cashout,Income,Credit,157.72,0.0,157.72,ACH CREDIT VENMO CASHOUT
2026-02-20,2026,2026-02,Friday,Acme Corp Payroll,Income,Credit,2840.5,0.0,2840.5,DIRECT DEPOSIT - ACME CORP PAYROLL
2026-02-20,2026,2026-02,Friday,CorePower Yoga,Fitness,Debit,-24.0,24.0,0.0,CORE POWER YOGA SD
2026-02-21,2026,2026-02,Saturday,Trader Joe's,Groceries,Debit,-23.04,23.04,0.0,TRADER JOE'S #221
2026-02-22,2026,2026-02,Sunday,Amazon,Shopping,Debit,-113.48,113.48,0.0,Amazon.com
2026-02-22,2026,2026-02,Sunday,Apple,Subscriptions,Debit,-4.59,4.59,0.0,APPLE.COM/BILL
2026-02-24,2026,2026-02,Tuesday,Starbucks,Coffee,Debit,-7.28,7.28,0.0,STARBUCKS STORE 04521
2026-02-25,2026,2026-02,Wednesday,Chipotle,Dining,Debit,-12.95,12.95,0.0,chipotle online order
2026-02-25,2026,2026-02,Wednesday,Uber,Transport,Debit,-18.21,18.21,0.0,UBER *TRIP HELP.UBER.COM
2026-02-26,2026,2026-02,Thursday,Target,Shopping,Debit,-72.56,72.56,0.0,Target.com *order
2026-02-26,2026,2026-02,Thursday,Starbucks,Coffee,Debit,-7.37,7.37,0.0,STARBUCKS #04521 SAN DIEGO CA
2026-02-27,2026,2026-02,Friday,Uber,Transport,Debit,-32.81,32.81,0.0,UBER *TRIP HELP.UBER.COM
2026-02-27,2026,2026-02,Friday,DoorDash,Dining,Debit,-29.65,29.65,0.0,DOORDASH*PIZZA HUT
2026-02-28,2026,2026-02,Saturday,Unknown,Uncategorized,Debit,-47.72,47.72,0.0,
2026-02-28,2026,2026-02,Saturday,Starbucks,Coffee,Debit,-5.41,5.41,0.0,starbucks #04521 san diego ca
2026-03-01,2026,2026-03,Sunday,Rent,Housing,Debit,-2150.0,2150.0,0.0,ACH PMT - PROPERTY MGMT LLC
2026-03-01,2026,2026-03,Sunday,Unknown,Uncategorized,Debit,-10.3,10.3,0.0,
2026-03-01,2026,2026-03,Sunday,Uber,Transport,Debit,-22.96,22.96,0.0,UBER *TRIP HELP.UBER.COM
2026-03-02,2026,2026-03,Monday,Shell,Transport,Debit,-43.58,43.58,0.0,SHELL SERVICE STATION
2026-03-02,2026,2026-03,Monday,Venmo Cashout,Income,Credit,30.16,0.0,30.16,ACH CREDIT VENMO CASHOUT
2026-03-03,2026,2026-03,Tuesday,Starbucks,Coffee,Debit,-5.95,5.95,0.0,STARBUCKS #04521 SAN DIEGO CA
2026-03-04,2026,2026-03,Wednesday,Starbucks,Coffee,Debit,-5.36,5.36,0.0,starbucks coffee
2026-03-05,2026,2026-03,Thursday,Chipotle,Dining,Debit,-16.38,16.38,0.0,CHIPOTLE MEXICAN GRILL #2841
2026-03-05,2026,2026-03,Thursday,Netflix,Subscriptions,Debit,-15.49,15.49,0.0,netflix.com
2026-03-05,2026,2026-03,Thursday,Spotify,Subscriptions,Debit,-10.99,10.99,0.0,SPOTIFY USA NEW YORK NY
2026-03-06,2026,2026-03,Friday,Shell,Transport,Debit,-61.75,61.75,0.0,SHELL OIL 5744 DEL MAR
2026-03-06,2026,2026-03,Friday,CorePower Yoga,Fitness,Debit,-24.0,24.0,0.0,CORE POWER YOGA SD
2026-03-06,2026,2026-03,Friday,Amazon,Shopping,Debit,-98.2,98.2,0.0,Amazon.com
2026-03-06,2026,2026-03,Friday,Starbucks,Coffee,Debit,-9.42,9.42,0.0,STARBUCKS #04521 SAN DIEGO CA
2026-03-06,2026,2026-03,Friday,Acme Corp Payroll,Income,Credit,2840.5,0.0,2840.5,DIRECT DEPOSIT - ACME CORP PAYROLL
2026-03-07,2026,2026-03,Saturday,Chipotle,Dining,Debit,-15.74,15.74,0.0,CHIPOTLE MEXICAN GRILL #2841
2026-03-07,2026,2026-03,Saturday,Amazon,Shopping,Debit,-116.89,116.89,0.0,AMAZON MKTPLACE PMTS
2026-03-08,2026,2026-03,Sunday,24 Hour Fitness,Fitness,Debit,-39.99,39.99,0.0,24HR FITNESS USA
2026-03-08,2026,2026-03,Sunday,Trader Joe's,Groceries,Debit,-72.13,72.13,0.0,TRADER JOES #221 LA JOLLA
2026-03-09,2026,2026-03,Monday,Amazon,Shopping,Debit,-29.33,29.33,0.0,AMAZON.COM*RT4421
2026-03-09,2026,2026-03,Monday,Ralphs,Groceries,Debit,-44.96,44.96,0.0,RALPHS #0712
2026-03-09,2026,2026-03,Monday,Uber Eats,Dining,Debit,-22.18,22.18,0.0,UBER *EATS 99214
2026-03-10,2026,2026-03,Tuesday,DoorDash,Dining,Debit,-29.8,29.8,0.0,DD DOORDASH BURGERLO
2026-03-10,2026,2026-03,Tuesday,CorePower Yoga,Fitness,Debit,-24.0,24.0,0.0,CORE POWER YOGA SD
2026-03-10,2026,2026-03,Tuesday,Starbucks,Coffee,Debit,-5.82,5.82,0.0,STARBUCKS STORE 04521
2026-03-10,2026,2026-03,Tuesday,Uber Eats,Dining,Debit,-14.57,14.57,0.0,UBER *EATS 99214
2026-03-12,2026,2026-03,Thursday,SDG&E,Utilities,Debit,-126.3,126.3,0.0,SAN DIEGO GAS & ELEC
2026-03-12,2026,2026-03,Thursday,Amazon,Shopping,Debit,-128.02,128.02,0.0,AMZN Mktp US*8821B
2026-03-13,2026,2026-03,Friday,In-N-Out,Dining,Debit,-20.57,20.57,0.0,IN N OUT BURGER #221
2026-03-13,2026,2026-03,Friday,Starbucks,Coffee,Debit,-9.39,9.39,0.0,STARBUCKS STORE 04521
2026-03-13,2026,2026-03,Friday,Uber Eats,Dining,Debit,-15.55,15.55,0.0,UBER *EATS 99214
2026-03-14,2026,2026-03,Saturday,Venmo Cashout,Income,Credit,74.43,0.0,74.43,ACH CREDIT VENMO CASHOUT
2026-03-15,2026,2026-03,Sunday,Vons,Groceries,Debit,-67.34,67.34,0.0,VONS STORE 3221 DEL MAR
2026-03-15,2026,2026-03,Sunday,Lyft,Transport,Debit,-12.06,12.06,0.0,Lyft *Ride Sat 11pm
2026-03-16,2026,2026-03,Monday,Amazon,Shopping,Debit,-14.36,14.36,0.0,AMZN MKTPL*A21XK7
2026-03-18,2026,2026-03,Wednesday,Starbucks,Coffee,Debit,-6.75,6.75,0.0,STARBUCKS STORE 04521
2026-03-18,2026,2026-03,Wednesday,DoorDash,Dining,Debit,-40.83,40.83,0.0,DOORDASH*PIZZA HUT
2026-03-18,2026,2026-03,Wednesday,AT&T,Utilities,Debit,-84.18,84.18,0.0,AT&T MOBILITY
2026-03-19,2026,2026-03,Thursday,Starbucks,Coffee,Debit,-4.79,4.79,0.0,STARBUCKS STORE 04521
2026-03-19,2026,2026-03,Thursday,Amazon.Com*Refund Rt4421,Shopping,Credit,49.2,-49.2,0.0,AMAZON.COM*REFUND RT4421
2026-03-19,2026,2026-03,Thursday,CorePower Yoga,Fitness,Debit,-24.0,24.0,0.0,CORE POWER YOGA SD
2026-03-20,2026,2026-03,Friday,Trader Joe's,Groceries,Debit,-29.22,29.22,0.0,TJ'S #221
2026-03-20,2026,2026-03,Friday,Shell,Transport,Debit,-51.39,51.39,0.0,SHELL OIL 5744 DEL MAR
2026-03-20,2026,2026-03,Friday,Starbucks,Coffee,Debit,-8.54,8.54,0.0,starbucks coffee
2026-03-20,2026,2026-03,Friday,Acme Corp Payroll,Income,Credit,2840.5,0.0,2840.5,PAYROLL DEPOSIT ACME CORP
2026-03-21,2026,2026-03,Saturday,Ralphs,Groceries,Debit,-33.88,33.88,0.0,RALPHS GROCERY 0712 SD
2026-03-21,2026,2026-03,Saturday,Uber Eats,Dining,Debit,-25.92,25.92,0.0,UBER *EATS 99214
2026-03-21,2026,2026-03,Saturday,Starbucks,Coffee,Debit,-7.64,7.64,0.0,SBUX *MOBILE ORDER 8821
2026-03-21,2026,2026-03,Saturday,Starbucks,Coffee,Debit,-6.8,6.8,0.0,STARBUCKS STORE 04521
2026-03-22,2026,2026-03,Sunday,Apple,Subscriptions,Debit,-8.2,8.2,0.0,APPLE.COM/BILL
2026-03-22,2026,2026-03,Sunday,Chipotle,Dining,Debit,-13.81,13.81,0.0,CHIPOTLE 2841
2026-03-22,2026,2026-03,Sunday,Lyft,Transport,Debit,-24.97,24.97,0.0,LYFT *RIDE WED 3PM
2026-03-22,2026,2026-03,Sunday,Starbucks,Coffee,Debit,-8.77,8.77,0.0,SBUX *MOBILE ORDER 8821
2026-03-23,2026,2026-03,Monday,Chipotle,Dining,Debit,-17.07,17.07,0.0,CHIPOTLE 2841
2026-03-23,2026,2026-03,Monday,Trader Joe's,Groceries,Debit,-87.5,87.5,0.0,trader joe's
2026-03-25,2026,2026-03,Wednesday,Ralphs,Groceries,Debit,-83.4,83.4,0.0,Ralphs Grocery
2026-03-25,2026,2026-03,Wednesday,Amazon,Shopping,Debit,-89.15,89.15,0.0,amzn mktpl*a21xk7
2026-03-26,2026,2026-03,Thursday,Target,Shopping,Debit,-88.25,88.25,0.0,Target.com *order
2026-03-26,2026,2026-03,Thursday,CVS Pharmacy,Personal Care,Debit,-12.66,12.66,0.0,CVS/PHARMACY #04421
2026-03-26,2026,2026-03,Thursday,Trader Joe's,Groceries,Debit,-82.38,82.38,0.0,TRADER JOE'S #221
2026-03-27,2026,2026-03,Friday,Target,Shopping,Debit,-54.14,54.14,0.0,Target.com *order
2026-03-27,2026,2026-03,Friday,Uber,Transport,Debit,-12.34,12.34,0.0,UBER TRIP 8821AB
2026-03-28,2026,2026-03,Saturday,Movie Theater,Entertainment,Debit,-20.11,20.11,0.0,REGAL CINEMAS
2026-03-29,2026,2026-03,Sunday,Target,Shopping,Debit,-147.44,147.44,0.0,Target.com *order
2026-03-29,2026,2026-03,Sunday,Lyft,Transport,Debit,-16.93,16.93,0.0,Lyft *Ride Sat 11pm
2026-03-30,2026,2026-03,Monday,CorePower Yoga,Fitness,Debit,-24.0,24.0,0.0,COREPOWER YOGA #88
2026-03-30,2026,2026-03,Monday,Amazon.Com*Refund Rt4421,Shopping,Credit,55.5,-55.5,0.0,AMAZON.COM*REFUND RT4421
2026-03-31,2026,2026-03,Tuesday,Vons,Groceries,Debit,-22.53,22.53,0.0,VONS 3221
2026-03-31,2026,2026-03,Tuesday,Amazon,Shopping,Debit,-29.42,29.42,0.0,AMAZON.COM*RT4421
2026-03-31,2026,2026-03,Tuesday,Starbucks,Coffee,Debit,-7.56,7.56,0.0,STARBUCKS STORE 04521
